onset	duration	sample	trial_type	value
1096	0.002	548001	Scanner	Scan Start
1096.04	0.002	548021	Stimulus	S130
1098	0.002	549001	Scanner	Scan Start
1100	0.002	550001	Scanner	Scan Start
1102	0.002	551001	Scanner	Scan Start
1103.076	0.002	551539	Stimulus	S 30
1103.73	0.002	551866	Response	CR
1103.932	0.002	551967	Stimulus	S110
1104	0.002	552001	Scanner	Scan Start
1106	0.002	553001	Scanner	Scan Start
1108	0.002	554001	Scanner	Scan Start
1110	0.002	555001	Scanner	Scan Start
1112	0.002	556001	Scanner	Scan Start
1113.038	0.002	556520	Stimulus	S 10
1114	0.002	557001	Scanner	Scan Start
1114.66	0.002	557331	Response	MISS
1114.862	0.002	557432	Stimulus	S150
1116	0.002	558001	Scanner	Scan Start
1118	0.002	559001	Scanner	Scan Start
1120	0.002	560001	Scanner	Scan Start
1122	0.002	561001	Scanner	Scan Start
1123.094	0.002	561548	Stimulus	S 20
1124	0.002	562001	Scanner	Scan Start
1124.268	0.002	562135	Response	CR
1124.47	0.002	562236	Stimulus	S140
1126	0.002	563001	Scanner	Scan Start
1128	0.002	564001	Scanner	Scan Start
1130	0.002	565001	Scanner	Scan Start
1132	0.002	566001	Scanner	Scan Start
1133.094	0.002	566548	Stimulus	S 20
1134	0.002	567001	Scanner	Scan Start
1134.178	0.002	567090	Response	CR
1135.88	0.002	567941	Stimulus	S121
1136	0.002	568001	Scanner	Scan Start
1138	0.002	569001	Scanner	Scan Start
1140	0.002	570001	Scanner	Scan Start
1142	0.002	571001	Scanner	Scan Start
1143.094	0.002	571548	Stimulus	S 40
1143.946	0.002	571974	Response	CR
1144	0.002	572001	Scanner	Scan Start
1144.146	0.002	572074	Stimulus	S130
1146	0.002	573001	Scanner	Scan Start
1148	0.002	574001	Scanner	Scan Start
1150	0.002	575001	Scanner	Scan Start
1151.056	0.002	575529	Stimulus	S 10
1152	0.002	576001	Scanner	Scan Start
1152.08	0.002	576041	Response	Hit
1152.28	0.002	576141	Stimulus	S120
1154	0.002	577001	Scanner	Scan Start
1156	0.002	578001	Scanner	Scan Start
1158	0.002	579001	Scanner	Scan Start
1160	0.002	580001	Scanner	Scan Start
1161.058	0.002	580530	Stimulus	S 30
1161.97	0.002	580986	Response	CR
1162	0.002	581001	Scanner	Scan Start
1162.172	0.002	581087	Stimulus	S130
1164	0.002	582001	Scanner	Scan Start
1166	0.002	583001	Scanner	Scan Start
1168	0.002	584001	Scanner	Scan Start
1170	0.002	585001	Scanner	Scan Start
1171.038	0.002	585520	Stimulus	S 10
1172	0.002	586001	Scanner	Scan Start
1172.406	0.002	586204	Response	Hit
1172.608	0.002	586305	Stimulus	S120
1174	0.002	587001	Scanner	Scan Start
1176	0.002	588001	Scanner	Scan Start
1178	0.002	589001	Scanner	Scan Start
1179.096	0.002	589549	Stimulus	S 40
1179.694	0.002	589848	Response	CR
1179.896	0.002	589949	Stimulus	S110
1180	0.002	590001	Scanner	Scan Start
1182	0.002	591001	Scanner	Scan Start
1184	0.002	592001	Scanner	Scan Start
1186	0.002	593001	Scanner	Scan Start
1188	0.002	594001	Scanner	Scan Start
1189.02	0.002	594511	Stimulus	S 20
1190	0.002	595001	Scanner	Scan Start
1190.068	0.002	595035	Response	CR
1190.268	0.002	595135	Stimulus	S130
1192	0.002	596001	Scanner	Scan Start
1194	0.002	597001	Scanner	Scan Start
1196	0.002	598001	Scanner	Scan Start
1197.02	0.002	598511	Stimulus	S 20
1198	0.002	599001	Scanner	Scan Start
1198.32	0.002	599161	Response	CR
1198.522	0.002	599262	Stimulus	S110
1200	0.002	600001	Scanner	Scan Start
1202	0.002	601001	Scanner	Scan Start
1204	0.002	602001	Scanner	Scan Start
1206	0.002	603001	Scanner	Scan Start
1207.038	0.002	603520	Stimulus	S 30
1207.752	0.002	603877	Response	CR
1207.952	0.002	603977	Stimulus	S140
1208	0.002	604001	Scanner	Scan Start
1210	0.002	605001	Scanner	Scan Start
1212	0.002	606001	Scanner	Scan Start
1214	0.002	607001	Scanner	Scan Start
1215.038	0.002	607520	Stimulus	S 40
1215.776	0.002	607889	Response	CR
1215.976	0.002	607989	Stimulus	S120
1216	0.002	608001	Scanner	Scan Start
1218	0.002	609001	Scanner	Scan Start
1220	0.002	610001	Scanner	Scan Start
1222	0.002	611001	Scanner	Scan Start
1223.076	0.002	611539	Stimulus	S 20
1224	0.002	612001	Scanner	Scan Start
1224.146	0.002	612074	Response	CR
1224.348	0.002	612175	Stimulus	S140
1226	0.002	613001	Scanner	Scan Start
1228	0.002	614001	Scanner	Scan Start
1230	0.002	615001	Scanner	Scan Start
1232	0.002	616001	Scanner	Scan Start
1233.076	0.002	616539	Stimulus	S 10
1234	0.002	617001	Scanner	Scan Start
1234.144	0.002	617073	Response	Hit
1234.344	0.002	617173	Stimulus	S130
1236	0.002	618001	Scanner	Scan Start
1238	0.002	619001	Scanner	Scan Start
1240	0.002	620001	Scanner	Scan Start
1241.076	0.002	620539	Stimulus	S 40
1241.824	0.002	620913	Response	CR
1242	0.002	621001	Scanner	Scan Start
1242.026	0.002	621014	Stimulus	S120
1244	0.002	622001	Scanner	Scan Start
1246	0.002	623001	Scanner	Scan Start
1248	0.002	624001	Scanner	Scan Start
1249.038	0.002	624520	Stimulus	S 20
1249.904	0.002	624953	Response	CR
1250	0.002	625001	Scanner	Scan Start
1250.104	0.002	625053	Stimulus	S140
1252	0.002	626001	Scanner	Scan Start
1254	0.002	627001	Scanner	Scan Start
1256	0.002	628001	Scanner	Scan Start
1257.076	0.002	628539	Stimulus	S 30
1257.752	0.002	628877	Response	CR
1258	0.002	629001	Scanner	Scan Start
1259.454	0.002	629728	Stimulus	S131
1260	0.002	630001	Scanner	Scan Start
1262	0.002	631001	Scanner	Scan Start
1264	0.002	632001	Scanner	Scan Start
1265.076	0.002	632539	Stimulus	S 30
1265.904	0.002	632953	Response	CR
1266	0.002	633001	Scanner	Scan Start
1266.104	0.002	633053	Stimulus	S140
1268	0.002	634001	Scanner	Scan Start
1270	0.002	635001	Scanner	Scan Start
1272	0.002	636001	Scanner	Scan Start
1274	0.002	637001	Scanner	Scan Start
1275.076	0.002	637539	Stimulus	S 40
1275.752	0.002	637877	Response	CR
1275.954	0.002	637978	Stimulus	S110
1276	0.002	638001	Scanner	Scan Start
1278	0.002	639001	Scanner	Scan Start
1280	0.002	640001	Scanner	Scan Start
1282	0.002	641001	Scanner	Scan Start
1284	0.002	642001	Scanner	Scan Start
1285.076	0.002	642539	Stimulus	S 10
1286	0.002	643001	Scanner	Scan Start
1286.36	0.002	643181	Response	MISS
1286.562	0.002	643282	Stimulus	S180
1288	0.002	644001	Scanner	Scan Start
1290	0.002	645001	Scanner	Scan Start
1292	0.002	646001	Scanner	Scan Start
1293.02	0.002	646511	Stimulus	S 40
1293.728	0.002	646865	Response	CR
1293.928	0.002	646965	Stimulus	S120
1294	0.002	647001	Scanner	Scan Start
1296	0.002	648001	Scanner	Scan Start
1298	0.002	649001	Scanner	Scan Start
1300	0.002	650001	Scanner	Scan Start
1301.096	0.002	650549	Stimulus	S 30
1301.972	0.002	650987	Response	CR
1302	0.002	651001	Scanner	Scan Start
1302.174	0.002	651088	Stimulus	S110
1304	0.002	652001	Scanner	Scan Start
1306	0.002	653001	Scanner	Scan Start
1308	0.002	654001	Scanner	Scan Start
1309.058	0.002	654530	Stimulus	S 20
1309.928	0.002	654965	Response	CR
1310	0.002	655001	Scanner	Scan Start
1310.13	0.002	655066	Stimulus	S130
1312	0.002	656001	Scanner	Scan Start
1314	0.002	657001	Scanner	Scan Start
1316	0.002	658001	Scanner	Scan Start
1317.056	0.002	658529	Stimulus	S 10
1318	0.002	659001	Scanner	Scan Start
1318.086	0.002	659044	Response	Hit
1318.288	0.002	659145	Stimulus	S120
1320	0.002	660001	Scanner	Scan Start
1322	0.002	661001	Scanner	Scan Start
1324	0.002	662001	Scanner	Scan Start
1326	0.002	663001	Scanner	Scan Start
1327.018	0.002	663510	Stimulus	S 30
1327.834	0.002	663918	Response	CR
1328	0.002	664001	Scanner	Scan Start
1328.034	0.002	664018	Stimulus	S110
1330	0.002	665001	Scanner	Scan Start
1332	0.002	666001	Scanner	Scan Start
1334	0.002	667001	Scanner	Scan Start
1336	0.002	668001	Scanner	Scan Start
1337.018	0.002	668510	Stimulus	S 10
1337.952	0.002	668977	Response	MISS
1338	0.002	669001	Scanner	Scan Start
1338.154	0.002	669078	Stimulus	S170
1340	0.002	670001	Scanner	Scan Start
1342	0.002	671001	Scanner	Scan Start
1344	0.002	672001	Scanner	Scan Start
1346	0.002	673001	Scanner	Scan Start
1347.076	0.002	673539	Stimulus	S 40
1347.838	0.002	673920	Response	CR
1348	0.002	674001	Scanner	Scan Start
1349.54	0.002	674771	Stimulus	S141
1350	0.002	675001	Scanner	Scan Start
1352	0.002	676001	Scanner	Scan Start
1354	0.002	677001	Scanner	Scan Start
1355.076	0.002	677539	Stimulus	S 20
1356	0.002	678001	Scanner	Scan Start
1356.1	0.002	678051	Response	CR
1356.302	0.002	678152	Stimulus	S110
1358	0.002	679001	Scanner	Scan Start
1360	0.002	680001	Scanner	Scan Start
1362	0.002	681001	Scanner	Scan Start
1363.018	0.002	681510	Stimulus	S 30
1364	0.002	682001	Scanner	Scan Start
1364.012	0.002	682007	Response	CR
1364.214	0.002	682108	Stimulus	S120
1366	0.002	683001	Scanner	Scan Start
1368	0.002	684001	Scanner	Scan Start
1370	0.002	685001	Scanner	Scan Start
1372	0.002	686001	Scanner	Scan Start
1373.094	0.002	686548	Stimulus	S 10
1374	0.002	687001	Scanner	Scan Start
1374.282	0.002	687142	Response	Hit
1374.484	0.002	687243	Stimulus	S140
1376	0.002	688001	Scanner	Scan Start
1378	0.002	689001	Scanner	Scan Start
1380	0.002	690001	Scanner	Scan Start
1382	0.002	691001	Scanner	Scan Start
1383.056	0.002	691529	Stimulus	S 30
1384	0.002	692001	Scanner	Scan Start
1384.094	0.002	692048	Response	CR
1384.296	0.002	692149	Stimulus	S130
1386	0.002	693001	Scanner	Scan Start
1388	0.002	694001	Scanner	Scan Start
1390	0.002	695001	Scanner	Scan Start
1391.094	0.002	695548	Stimulus	S 40
1391.806	0.002	695904	Response	CR
1392	0.002	696001	Scanner	Scan Start
1392.008	0.002	696005	Stimulus	S110
1394	0.002	697001	Scanner	Scan Start
1396	0.002	698001	Scanner	Scan Start
1398	0.002	699001	Scanner	Scan Start
1399.076	0.002	699539	Stimulus	S 20
1400	0.002	700001	Scanner	Scan Start
1400.166	0.002	700084	Response	CR
1400.368	0.002	700185	Stimulus	S140
1402	0.002	701001	Scanner	Scan Start
1404	0.002	702001	Scanner	Scan Start
1406	0.002	703001	Scanner	Scan Start
1407.094	0.002	703548	Stimulus	S 30
1407.84	0.002	703921	Response	CR
1408	0.002	704001	Scanner	Scan Start
1408.042	0.002	704022	Stimulus	S110
1410	0.002	705001	Scanner	Scan Start
1412	0.002	706001	Scanner	Scan Start
1414	0.002	707001	Scanner	Scan Start
1416	0.002	708001	Scanner	Scan Start
1417.076	0.002	708539	Stimulus	S 40
1417.822	0.002	708912	Response	CR
1418	0.002	709001	Scanner	Scan Start
1419.524	0.002	709763	Stimulus	S131
1420	0.002	710001	Scanner	Scan Start
1422	0.002	711001	Scanner	Scan Start
1424	0.002	712001	Scanner	Scan Start
1426	0.002	713001	Scanner	Scan Start
1427.076	0.002	713539	Stimulus	S 10
1428	0.002	714001	Scanner	Scan Start
1428.176	0.002	714089	Response	Hit
1428.378	0.002	714190	Stimulus	S140
1430	0.002	715001	Scanner	Scan Start
1432	0.002	716001	Scanner	Scan Start
1434	0.002	717001	Scanner	Scan Start
1435.056	0.002	717529	Stimulus	S 20
1435.99	0.002	717996	Response	CR
1436	0.002	718001	Scanner	Scan Start
1436.19	0.002	718096	Stimulus	S120
1438	0.002	719001	Scanner	Scan Start
1440	0.002	720001	Scanner	Scan Start
1442	0.002	721001	Scanner	Scan Start
1444	0.002	722001	Scanner	Scan Start
1445.02	0.002	722511	Stimulus	S 20
1446	0.002	723001	Scanner	Scan Start
1446.024	0.002	723013	Response	CR
1446.226	0.002	723114	Stimulus	S130
1448	0.002	724001	Scanner	Scan Start
1450	0.002	725001	Scanner	Scan Start
1452	0.002	726001	Scanner	Scan Start
1453.076	0.002	726539	Stimulus	S 40
1453.836	0.002	726919	Response	CR
1454	0.002	727001	Scanner	Scan Start
1454.036	0.002	727019	Stimulus	S120
1456	0.002	728001	Scanner	Scan Start
1458	0.002	729001	Scanner	Scan Start
1460	0.002	730001	Scanner	Scan Start
1462	0.002	731001	Scanner	Scan Start
1463.058	0.002	731530	Stimulus	S 40
1463.742	0.002	731872	Response	CR
1463.944	0.002	731973	Stimulus	S130
1464	0.002	732001	Scanner	Scan Start
1466	0.002	733001	Scanner	Scan Start
1468	0.002	734001	Scanner	Scan Start
1470	0.002	735001	Scanner	Scan Start
1471.058	0.002	735530	Stimulus	S 20
1472	0.002	736001	Scanner	Scan Start
1472.156	0.002	736079	Response	CR
1472.356	0.002	736179	Stimulus	S120
1474	0.002	737001	Scanner	Scan Start
1476	0.002	738001	Scanner	Scan Start
1478	0.002	739001	Scanner	Scan Start
1479.096	0.002	739549	Stimulus	S 30
1479.932	0.002	739967	Response	CR
1480	0.002	740001	Scanner	Scan Start
1480.134	0.002	740068	Stimulus	S140
1482	0.002	741001	Scanner	Scan Start
1484	0.002	742001	Scanner	Scan Start
1486	0.002	743001	Scanner	Scan Start
1487.02	0.002	743511	Stimulus	S 10
1488	0.002	744001	Scanner	Scan Start
1488.16	0.002	744081	Response	Hit
1488.362	0.002	744182	Stimulus	S110
1490	0.002	745001	Scanner	Scan Start
1492	0.002	746001	Scanner	Scan Start
1494	0.002	747001	Scanner	Scan Start
1495.038	0.002	747520	Stimulus	S 10
1496	0.002	748001	Scanner	Scan Start
1496.162	0.002	748082	Response	Hit
1496.364	0.002	748183	Stimulus	S130
1498	0.002	749001	Scanner	Scan Start
1500	0.002	750001	Scanner	Scan Start
1502	0.002	751001	Scanner	Scan Start
1504	0.002	752001	Scanner	Scan Start
1505.02	0.002	752511	Stimulus	S 30
1505.846	0.002	752924	Response	CR
1506	0.002	753001	Scanner	Scan Start
1506.046	0.002	753024	Stimulus	S140
1508	0.002	754001	Scanner	Scan Start
1510	0.002	755001	Scanner	Scan Start
1512	0.002	756001	Scanner	Scan Start
1513.02	0.002	756511	Stimulus	S 40
1513.71	0.002	756856	Response	CR
1513.91	0.002	756956	Stimulus	S120
1514	0.002	757001	Scanner	Scan Start
1516	0.002	758001	Scanner	Scan Start
1518	0.002	759001	Scanner	Scan Start
1520	0.002	760001	Scanner	Scan Start
1522	0.002	761001	Scanner	Scan Start
1523.038	0.002	761520	Stimulus	S 30
1524	0.002	762001	Scanner	Scan Start
1524.132	0.002	762067	Response	CR
1525.832	0.002	762917	Stimulus	S111
1526	0.002	763001	Scanner	Scan Start
1528	0.002	764001	Scanner	Scan Start
1530	0.002	765001	Scanner	Scan Start
1532	0.002	766001	Scanner	Scan Start
1533.056	0.002	766529	Stimulus	S 30
1533.9	0.002	766951	Response	CR
1534	0.002	767001	Scanner	Scan Start
1534.1	0.002	767051	Stimulus	S120
1536	0.002	768001	Scanner	Scan Start
1538	0.002	769001	Scanner	Scan Start
1540	0.002	770001	Scanner	Scan Start
1542	0.002	771001	Scanner	Scan Start
1543.094	0.002	771548	Stimulus	S 10
1544	0.002	772001	Scanner	Scan Start
1544.274	0.002	772138	Response	Hit
1544.474	0.002	772238	Stimulus	S130
1546	0.002	773001	Scanner	Scan Start
1548	0.002	774001	Scanner	Scan Start
1550	0.002	775001	Scanner	Scan Start
1552	0.002	776001	Scanner	Scan Start
1553.038	0.002	776520	Stimulus	S 40
1553.82	0.002	776911	Response	CR
1554	0.002	777001	Scanner	Scan Start
1554.022	0.002	777012	Stimulus	S140
1556	0.002	778001	Scanner	Scan Start
1558	0.002	779001	Scanner	Scan Start
1560	0.002	780001	Scanner	Scan Start
1561.076	0.002	780539	Stimulus	S 10
1562	0.002	781001	Scanner	Scan Start
1562.402	0.002	781202	Response	Hit
1562.602	0.002	781302	Stimulus	S130
1564	0.002	782001	Scanner	Scan Start
1566	0.002	783001	Scanner	Scan Start
1568	0.002	784001	Scanner	Scan Start
1570	0.002	785001	Scanner	Scan Start
1571.038	0.002	785520	Stimulus	S 30
1571.704	0.002	785853	Response	CR
1571.906	0.002	785954	Stimulus	S120
1572	0.002	786001	Scanner	Scan Start
1574	0.002	787001	Scanner	Scan Start
1576	0.002	788001	Scanner	Scan Start
1578	0.002	789001	Scanner	Scan Start
1579.096	0.002	789549	Stimulus	S 10
1580	0.002	790001	Scanner	Scan Start
1580.248	0.002	790125	Response	MISS
1580.448	0.002	790225	Stimulus	S150
1582	0.002	791001	Scanner	Scan Start
1584	0.002	792001	Scanner	Scan Start
1586	0.002	793001	Scanner	Scan Start
1588	0.002	794001	Scanner	Scan Start
1589.038	0.002	794520	Stimulus	S 20
1590	0.002	795001	Scanner	Scan Start
1590.074	0.002	795038	Response	CR
1591.776	0.002	795889	Stimulus	S111
1592	0.002	796001	Scanner	Scan Start
1594	0.002	797001	Scanner	Scan Start
1596	0.002	798001	Scanner	Scan Start
1598	0.002	799001	Scanner	Scan Start
1599.096	0.002	799549	Stimulus	S 40
1599.844	0.002	799923	Response	CR
1600	0.002	800001	Scanner	Scan Start
1600.046	0.002	800024	Stimulus	S140
1602	0.002	801001	Scanner	Scan Start
1604	0.002	802001	Scanner	Scan Start
1606	0.002	803001	Scanner	Scan Start
1607.038	0.002	803520	Stimulus	S 20
1608	0.002	804001	Scanner	Scan Start
1608.092	0.002	804047	Response	CR
1608.292	0.002	804147	Stimulus	S130
1610	0.002	805001	Scanner	Scan Start
1612	0.002	806001	Scanner	Scan Start
1614	0.002	807001	Scanner	Scan Start
1616	0.002	808001	Scanner	Scan Start
1617.076	0.002	808539	Stimulus	S 40
1617.826	0.002	808914	Response	CR
1618	0.002	809001	Scanner	Scan Start
1618.028	0.002	809015	Stimulus	S140
1620	0.002	810001	Scanner	Scan Start
1622	0.002	811001	Scanner	Scan Start
1624	0.002	812001	Scanner	Scan Start
1626	0.002	813001	Scanner	Scan Start
1628	0.002	814001	Scanner	Scan Start
1630	0.002	815001	Scanner	Scan Start
